index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
3732,0,2.54,1.55,1.55,1.69,1.18,2.7,0.81,0.93,2.12,0.88,1.15,1.9,6.46,3.76,3.58,4.3,2.84,6.21,2.07,2.24,4.88,147.99,135.83,125.06,7.31,7.04,9.56,3.12,2.99,3.84,4.74,4.96,7.33,7.31,7.04,9.56,2.88,2.91,4.15,6.96,7.35,11.7,0.92,0.97,1.08,19.63,20.09,21.91,1.52,1.66,1.91,2.34,2.35,2.49,-6.14,-6.24,-4.42,-3.17,-2.86,-0.93,2.79,2.34,9.07,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3733,0,1.55,1.55,-3.65,1.18,2.7,-3.6,0.93,2.12,-3.07,1.15,1.9,-3.46,3.76,3.58,-8.56,2.84,6.21,-8.44,2.24,4.88,-7.21,135.83,125.06,145.38,7.04,9.56,-2.32,2.99,3.84,-0.99,4.96,7.33,-1.72,7.04,9.56,-2.32,2.91,4.15,-0.99,7.35,11.7,-2.89,0.97,1.08,1.0,20.09,21.91,20.13,1.66,1.91,1.74,2.35,2.49,2.34,-6.24,-4.42,6.48,-2.86,-0.93,-0.14,2.34,9.07,-8.14,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3734,0,1.55,-3.65,-2.66,2.7,-3.6,-2.53,2.12,-3.07,-2.55,1.9,-3.46,-3.15,3.58,-8.56,-6.86,6.21,-8.44,-6.52,4.88,-7.21,-6.57,125.06,145.38,170.9,9.56,-2.32,-1.78,3.84,-0.99,-0.7,7.33,-1.72,-1.09,9.56,-2.32,-1.72,4.15,-0.99,-0.67,11.7,-2.89,-1.76,1.08,1.0,0.95,21.91,20.13,19.42,1.91,1.74,1.55,2.49,2.34,2.45,-4.42,6.48,9.88,-0.93,-0.14,3.2,9.07,-8.14,-3.5,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3735,0,-3.65,-2.66,3.79,-3.6,-2.53,3.49,-3.07,-2.55,2.3,-3.46,-3.15,7.74,-8.56,-6.86,9.18,-8.44,-6.52,8.46,-7.21,-6.57,5.58,145.38,170.9,118.73,-2.32,-1.78,12.38,-0.99,-0.7,4.96,-1.72,-1.09,8.17,-2.32,-1.72,11.64,-0.99,-0.67,4.8,-2.89,-1.76,12.37,1.0,0.95,0.97,20.13,19.42,19.75,1.74,1.55,1.65,2.34,2.45,2.35,6.48,9.88,-17.07,-0.14,3.2,-3.62,-8.14,-3.5,1.7,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3740,0,6.3,8.35,7.5,2.95,3.96,12.78,2.52,2.72,11.88,2.88,0.42,12.14,16.06,24.56,24.77,7.51,11.65,42.24,6.44,8.0,39.26,167.82,219.22,233.9,23.02,23.44,94.7,5.67,5.17,10.54,14.85,12.08,28.59,23.02,23.44,65.87,9.03,7.97,19.94,24.06,18.68,44.63,1.59,1.54,1.89,39.25,46.41,135.12,2.62,2.34,2.71,4.06,4.53,6.25,27.86,36.18,241.16,19.48,24.25,234.45,19.84,18.27,195.52,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3741,0,8.35,7.5,6.1,3.96,12.78,4.54,2.72,11.88,4.42,0.42,12.14,3.16,24.56,24.77,20.09,11.65,42.24,14.96,8.0,39.26,14.56,219.22,233.9,224.79,23.44,94.7,48.38,5.17,10.54,6.94,12.08,28.59,13.66,23.44,65.87,31.32,7.97,19.94,9.51,18.68,44.63,21.92,1.54,1.89,1.37,46.41,135.12,145.38,2.34,2.71,1.97,4.53,6.25,4.51,36.18,241.16,3.74,24.25,234.45,5.0,18.27,195.52,14.27,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3742,0,7.5,6.1,5.11,12.78,4.54,4.34,11.88,4.42,3.74,12.14,3.16,2.68,24.77,20.09,16.43,42.24,14.96,13.94,39.26,14.56,12.03,233.9,224.79,218.22,94.7,48.38,42.25,10.54,6.94,6.64,28.59,13.66,13.38,65.87,31.32,29.6,19.94,9.51,9.21,44.63,21.92,22.02,1.89,1.37,1.39,135.12,145.38,142.85,2.71,1.97,2.01,6.25,4.51,4.46,241.16,3.74,9.86,234.45,5.0,10.88,195.52,14.27,9.36,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3743,0,6.1,5.11,3.78,4.54,4.34,2.82,4.42,3.74,3.31,3.16,2.68,3.29,20.09,16.43,12.9,14.96,13.94,9.63,14.56,12.03,11.3,224.79,218.22,266.26,48.38,42.25,36.83,6.94,6.64,6.74,13.66,13.38,12.64,31.32,29.6,30.51,9.51,9.21,8.94,21.92,22.02,20.31,1.37,1.39,1.33,145.38,142.85,140.23,1.97,2.01,1.88,4.51,4.46,4.53,3.74,9.86,13.67,5.0,10.88,7.22,14.27,9.36,4.17,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3744,0,5.11,3.78,3.46,4.34,2.82,1.83,3.74,3.31,0.97,2.68,3.29,1.25,16.43,12.9,12.4,13.94,9.63,6.56,12.03,11.3,3.49,218.22,266.26,251.66,42.25,36.83,27.09,6.64,6.74,5.28,13.38,12.64,10.05,29.6,30.51,25.99,9.21,8.94,7.25,22.02,20.31,15.48,1.39,1.33,1.37,142.85,140.23,142.07,2.01,1.88,1.9,4.46,4.53,4.93,9.86,13.67,3.42,10.88,7.22,5.06,9.36,4.17,9.93,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3745,0,3.78,3.46,1.84,2.82,1.83,1.34,3.31,0.97,0.6,3.29,1.25,0.33,12.9,12.4,6.43,9.63,6.56,4.68,11.3,3.49,2.11,266.26,251.66,248.72,36.83,27.09,25.21,6.74,5.28,5.19,12.64,10.05,9.7,30.51,25.99,24.26,8.94,7.25,6.93,20.31,15.48,15.28,1.33,1.37,1.34,140.23,142.07,129.76,1.88,1.9,1.87,4.53,4.93,4.68,13.67,3.42,1.94,7.22,5.06,2.28,4.17,9.93,0.77,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3746,0,3.46,1.84,-1.48,1.83,1.34,-3.01,0.97,0.6,-2.14,1.25,0.33,-2.04,12.4,6.43,-5.31,6.56,4.68,-10.83,3.49,2.11,-7.69,251.66,248.72,271.08,27.09,25.21,17.71,5.28,5.19,3.69,10.05,9.7,6.61,25.99,24.26,17.18,7.25,6.93,4.78,15.48,15.28,10.58,1.37,1.34,1.29,142.07,129.76,121.77,1.9,1.87,1.79,4.93,4.68,4.66,3.42,1.94,5.21,5.06,2.28,2.72,9.93,0.77,-0.68,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3751,1,-6.95,-4.27,-2.64,-12.49,-12.06,-11.34,-13.21,-12.38,-11.9,-13.67,-11.66,-11.74,-17.64,-22.88,-34.28,-31.68,-64.52,-147.46,-33.51,-66.28,-154.78,289.36,713.19,3798.52,-26.4,-61.0,-175.28,-30.39,-47.1,-61.4,-15.15,-11.95,-10.85,-23.3,-51.99,-130.16,-9.18,-9.71,-10.01,-18.8,-28.5,-215.94,0.3,0.21,0.16,4.27,3.87,2.79,0.5,0.25,0.18,0.77,1.1,2.12,372.66,29.31,-0.19,105.73,9.57,-10.16,-23.71,-3.72,-21.54,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3752,0,-4.27,-2.64,0.67,-12.06,-11.34,0.95,-12.38,-11.9,2.68,-11.66,-11.74,2.37,-22.88,-34.28,17.02,-64.52,-147.46,24.14,-66.28,-154.78,68.3,713.19,3798.52,1760.77,-61.0,-175.28,107.37,-47.1,-61.4,32.19,-11.95,-10.85,3.43,-51.99,-130.16,83.91,-9.71,-10.01,3.29,-28.5,-215.94,129.15,0.21,0.16,0.1,3.87,2.79,2.33,0.25,0.18,0.11,1.1,2.12,2.61,29.31,-0.19,-9.22,9.57,-10.16,-6.52,-3.72,-21.54,-42.58,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3753,0,-2.64,0.67,2.2,-11.34,0.95,1.71,-11.9,2.68,1.19,-11.74,2.37,1.12,-34.28,17.02,35.27,-147.46,24.14,27.35,-154.78,68.3,18.98,3798.52,1760.77,1312.32,-175.28,107.37,29.07,-61.4,32.19,16.1,-10.85,3.43,1.94,-130.16,83.91,29.07,-10.01,3.29,1.82,-215.94,129.15,115.14,0.16,0.1,0.11,2.79,2.33,6.03,0.18,0.11,0.12,2.12,2.61,1.81,-0.19,-9.22,3.12,-10.16,-6.52,5.01,-21.54,-42.58,9.34,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3754,0,0.67,2.2,2.83,0.95,1.71,3.07,2.68,1.19,2.47,2.37,1.12,2.35,17.02,35.27,28.42,24.14,27.35,30.86,68.3,18.98,24.8,1760.77,1312.32,696.67,107.37,29.07,34.93,32.19,16.1,24.3,3.43,1.94,3.86,83.91,29.07,34.93,3.29,1.82,3.47,129.15,115.14,82.13,0.1,0.11,0.14,2.33,6.03,7.94,0.11,0.12,0.16,2.61,1.81,1.44,-9.22,3.12,3.5,-6.52,5.01,9.98,-42.58,9.34,36.26,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3755,0,2.2,2.83,1.24,1.71,3.07,-2.21,1.19,2.47,-3.23,1.12,2.35,-3.24,35.27,28.42,11.12,27.35,30.86,-19.72,18.98,24.8,-28.87,1312.32,696.67,915.66,29.07,34.93,-14.93,16.1,24.3,-12.22,1.94,3.86,-1.88,29.07,34.93,-14.93,1.82,3.47,-1.67,115.14,82.13,-24.14,0.11,0.14,0.14,6.03,7.94,7.75,0.12,0.16,0.15,1.81,1.44,1.22,3.12,3.5,4.8,5.01,9.98,1.65,9.34,36.26,0.94,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3756,0,2.83,1.24,-2.29,3.07,-2.21,-7.72,2.47,-3.23,-9.02,2.35,-3.24,-9.09,28.42,11.12,-29.66,30.86,-19.72,-100.11,24.8,-28.87,-117.02,696.67,915.66,1772.52,34.93,-14.93,-93.19,24.3,-12.22,-50.86,3.86,-1.88,-7.79,34.93,-14.93,-93.19,3.47,-1.67,-7.19,82.13,-24.14,-107.59,0.14,0.14,0.14,7.94,7.75,7.09,0.16,0.15,0.15,1.44,1.22,1.83,3.5,4.8,-5.37,9.98,1.65,-9.87,36.26,0.94,-0.92,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3757,0,1.24,-2.29,13.45,-2.21,-7.72,10.32,-3.23,-9.02,8.99,-3.24,-9.09,8.97,11.12,-29.66,121.89,-19.72,-100.11,93.53,-28.87,-117.02,81.43,915.66,1772.52,579.49,-14.93,-93.19,90.83,-12.22,-50.86,18.07,-1.88,-7.79,11.27,-14.93,-93.19,90.83,-1.67,-7.19,10.02,-24.14,-107.59,152.0,0.14,0.14,0.55,7.75,7.09,28.54,0.15,0.15,0.62,1.22,1.83,5.03,4.8,-5.37,39.43,1.65,-9.87,54.76,0.94,-0.92,374.23,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3762,0,7.75,0.01,5.23,4.82,-2.47,3.56,4.94,-3.0,2.92,4.9,-2.91,2.95,17.82,0.02,10.61,11.1,-5.34,7.22,11.36,-6.5,5.92,114.22,118.68,88.33,60.58,46.27,48.87,58.54,52.4,54.08,46.57,39.75,47.42,60.58,46.27,48.87,26.33,21.38,24.07,52.32,46.57,54.56,0.45,0.41,0.44,1.86,1.62,1.66,0.8,0.76,0.88,1.03,0.88,0.9,-13.5,-2.44,-20.97,-3.23,-4.15,-8.55,-0.75,-12.63,2.18,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3763,0,0.01,5.23,3.47,-2.47,3.56,5.06,-3.0,2.92,4.44,-2.91,2.95,4.38,0.02,10.61,5.58,-5.34,7.22,8.13,-6.5,5.92,7.13,118.68,88.33,38.47,46.27,48.87,41.12,52.4,54.08,54.15,39.75,47.42,67.82,46.27,48.87,41.12,21.38,24.07,25.6,46.57,54.56,75.94,0.41,0.44,0.47,1.62,1.66,2.23,0.76,0.88,1.25,0.88,0.9,0.76,-2.44,-20.97,-45.56,-4.15,-8.55,-8.1,-12.63,2.18,-2.62,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3764,0,5.23,3.47,-6.88,3.56,5.06,-2.8,2.92,4.44,-3.52,2.95,4.38,-3.7,10.61,5.58,-9.25,7.22,8.13,-3.77,5.92,7.13,-4.73,88.33,38.47,30.25,48.87,41.12,18.56,54.08,54.15,38.58,47.42,67.82,53.85,48.87,41.12,18.56,24.07,25.6,13.8,54.56,75.94,60.46,0.44,0.47,0.36,1.66,2.23,2.47,0.88,1.25,1.4,0.9,0.76,0.48,-20.97,-45.56,-25.19,-8.55,-8.1,-10.51,2.18,-2.62,-31.31,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3765,0,3.47,-6.88,-6.45,5.06,-2.8,-5.86,4.44,-3.52,-6.91,4.38,-3.7,-6.94,5.58,-9.25,-8.18,8.13,-3.77,-7.43,7.13,-4.73,-8.76,38.47,30.25,22.99,41.12,18.56,9.31,54.15,38.58,24.64,67.82,53.85,34.76,41.12,18.56,9.31,25.6,13.8,7.34,75.94,60.46,39.77,0.47,0.36,0.3,2.23,2.47,1.81,1.25,1.4,1.41,0.76,0.48,0.38,-45.56,-25.19,-30.41,-8.1,-10.51,-13.54,-2.62,-31.31,-26.65,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3766,0,-6.88,-6.45,3.29,-2.8,-5.86,1.74,-3.52,-6.91,1.46,-3.7,-6.94,1.08,-9.25,-8.18,4.81,-3.77,-7.43,2.54,-4.73,-8.76,2.13,30.25,22.99,68.78,18.56,9.31,18.85,38.58,24.64,33.71,53.85,34.76,40.92,18.56,9.31,18.85,13.8,7.34,12.91,60.46,39.77,48.13,0.36,0.3,0.38,2.47,1.81,2.58,1.4,1.41,1.21,0.48,0.38,0.56,-25.19,-30.41,203.96,-10.51,-13.54,39.42,-31.31,-26.65,42.61,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3767,0,-6.45,3.29,16.64,-5.86,1.74,15.84,-6.91,1.46,15.43,-6.94,1.08,15.4,-8.18,4.81,32.83,-7.43,2.54,31.24,-8.76,2.13,30.43,22.99,68.78,117.76,9.31,18.85,56.08,24.64,33.71,57.96,34.76,40.92,57.68,9.31,18.85,56.08,7.34,12.91,28.44,39.77,48.13,70.09,0.3,0.38,0.49,1.81,2.58,5.37,1.41,1.21,1.0,0.38,0.56,0.97,-30.41,203.96,137.24,-13.54,39.42,78.78,-26.65,42.61,108.07,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3768,0,3.29,16.64,6.52,1.74,15.84,2.99,1.46,15.43,3.34,1.08,15.4,3.32,4.81,32.83,13.93,2.54,31.24,6.38,2.13,30.43,7.14,68.78,117.76,109.84,18.85,56.08,31.06,33.71,57.96,38.88,40.92,57.68,27.33,18.85,56.08,31.06,12.91,28.44,14.54,48.13,70.09,31.9,0.38,0.49,0.37,2.58,5.37,5.34,1.21,1.0,0.7,0.56,0.97,0.8,203.96,137.24,0.13,39.42,78.78,3.45,42.61,108.07,-0.58,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
3773,0,1.92,4.26,3.1,-14.19,-8.81,0.65,-18.9,-19.89,0.69,-13.41,-19.87,0.7,4.27,10.65,7.27,-31.6,-22.02,1.52,-42.11,-49.67,1.62,147.72,153.22,116.64,-36.36,-45.36,2.94,-34.39,-24.96,1.3,-29.74,-30.6,2.22,-36.5,-45.83,2.99,-16.39,-18.35,1.27,-40.05,-45.69,3.42,0.48,0.74,0.98,1.96,2.31,2.2,0.86,1.23,1.71,1.06,1.84,2.3,4.86,-37.52,-22.62,-10.25,-38.43,-13.04,-11.57,17.89,-4.93,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
3774,0,4.26,3.1,-8.12,-8.81,0.65,-10.33,-19.89,0.69,-7.6,-19.87,0.7,-7.33,10.65,7.27,-18.52,-22.02,1.52,-23.57,-49.67,1.62,-17.34,153.22,116.64,139.89,-45.36,2.94,-15.45,-24.96,1.3,-7.09,-30.6,2.22,-12.26,-45.83,2.99,-15.71,-18.35,1.27,-6.89,-45.69,3.42,-17.52,0.74,0.98,0.97,2.31,2.2,2.09,1.23,1.71,1.73,1.84,2.3,2.22,-37.52,-22.62,18.53,-38.43,-13.04,9.44,17.89,-4.93,-3.55,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
3775,1,3.1,-8.12,0.6,0.65,-10.33,-15.8,0.69,-7.6,-40.71,0.7,-7.33,-40.88,7.27,-18.52,1.53,1.52,-23.57,-39.93,1.62,-17.34,-102.9,116.64,139.89,166.59,2.94,-15.45,-100.34,1.3,-7.09,-47.95,2.22,-12.26,-66.28,2.99,-15.71,-101.23,1.27,-6.89,-40.05,3.42,-17.52,-90.27,0.98,0.97,0.84,2.2,2.09,1.77,1.71,1.73,1.38,2.3,2.22,2.11,-22.62,18.53,10.52,-13.04,9.44,3.14,-4.93,-3.55,-8.7,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
3776,0,-8.12,0.6,-11.55,-10.33,-15.8,-19.46,-7.6,-40.71,-19.46,-7.33,-40.88,-19.06,-18.52,1.53,-26.71,-23.57,-39.93,-45.01,-17.34,-102.9,-45.01,139.89,166.59,100.21,-15.45,-100.34,-43.11,-7.09,-47.95,-25.26,-12.26,-66.28,-32.85,-15.71,-101.23,-43.11,-6.89,-40.05,-18.64,-17.52,-90.27,-46.29,0.97,0.84,0.74,2.09,1.77,1.35,1.73,1.38,1.3,2.22,2.11,1.71,18.53,10.52,-31.42,9.44,3.14,-14.38,-3.55,-8.7,-16.72,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
3777,0,0.6,-11.55,2.15,-15.8,-19.46,1.42,-40.71,-19.46,1.42,-40.88,-19.06,1.48,1.53,-26.71,3.87,-39.93,-45.01,2.56,-102.9,-45.01,2.56,166.59,100.21,68.26,-100.34,-43.11,3.78,-47.95,-25.26,2.61,-66.28,-32.85,4.73,-101.23,-43.11,3.78,-40.05,-18.64,2.1,-90.27,-46.29,7.08,0.84,0.74,0.8,1.77,1.35,1.6,1.38,1.3,1.81,2.11,1.71,1.45,10.52,-31.42,19.81,3.14,-14.38,47.81,-8.7,-16.72,24.65,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
3778,0,-11.55,2.15,-14.17,-19.46,1.42,-20.07,-19.46,1.42,-20.07,-19.06,1.48,-19.84,-26.71,3.87,-21.54,-45.01,2.56,-30.52,-45.01,2.56,-30.52,100.21,68.26,36.64,-43.11,3.78,-29.6,-25.26,2.61,-46.63,-32.85,4.73,-56.88,-43.11,3.78,-29.6,-18.64,2.1,-19.47,-46.29,7.08,-82.1,0.74,0.8,0.42,1.35,1.6,0.86,1.3,1.81,1.22,1.71,1.45,0.63,-31.42,19.81,-43.5,-14.38,47.81,-14.52,-16.72,24.65,-42.61,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
3779,1,2.15,-14.17,-16.53,1.42,-20.07,-30.88,1.42,-20.07,-30.88,1.48,-19.84,-33.53,3.87,-21.54,-21.9,2.56,-30.52,-40.9,2.56,-30.52,-40.9,68.26,36.64,28.99,3.78,-29.6,-39.75,2.61,-46.63,-108.13,4.73,-56.88,-122.49,3.78,-29.6,-39.75,2.1,-19.47,-30.01,7.08,-82.1,-157.63,0.8,0.42,0.28,1.6,0.86,0.51,1.81,1.22,1.13,1.45,0.63,0.37,19.81,-43.5,-4.26,47.81,-14.52,14.23,24.65,-42.61,-34.38,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
