index,한계기업,ROA(영업이익)(%)1,ROA(영업이익)(%)2,ROA(영업이익)(%)3,ROA(세전계속사업이익)(%)1,ROA(세전계속사업이익)(%)2,ROA(세전계속사업이익)(%)3,ROA(당기순이익)(%)1,ROA(당기순이익)(%)2,ROA(당기순이익)(%)3,ROA(총포괄이익)(%)1,ROA(총포괄이익)(%)2,ROA(총포괄이익)(%)3,ROE(영업이익)(%)1,ROE(영업이익)(%)2,ROE(영업이익)(%)3,ROE(세전계속사업이익)(%)1,ROE(세전계속사업이익)(%)2,ROE(세전계속사업이익)(%)3,ROE(당기순이익)(%)1,ROE(당기순이익)(%)2,ROE(당기순이익)(%)3,부채비율(%)1,부채비율(%)2,부채비율(%)3,자기자본현금흐름률(%)1,자기자본현금흐름률(%)2,자기자본현금흐름률(%)3,현금흐름/영업수익(%)1,현금흐름/영업수익(%)2,현금흐름/영업수익(%)3,현금흐름/총부채(%)1,현금흐름/총부채(%)2,현금흐름/총부채(%)3,현금흐름/총자본(%)1,현금흐름/총자본(%)2,현금흐름/총자본(%)3,현금흐름/총자산(%)1,현금흐름/총자산(%)2,현금흐름/총자산(%)3,현금흐름/총차입부채(%)1,현금흐름/총차입부채(%)2,현금흐름/총차입부채(%)3,총자산회전율(회)1,총자산회전율(회)2,총자산회전율(회)3,자본금회전율(회)1,자본금회전율(회)2,자본금회전율(회)3,총부채회전율(회)1,총부채회전율(회)2,총부채회전율(회)3,총자본회전율(회)1,총자본회전율(회)2,총자본회전율(회)3,총부채증가율(전년동기)(%)1,총부채증가율(전년동기)(%)2,총부채증가율(전년동기)(%)3,총자산증가율(전년동기)(%)1,총자산증가율(전년동기)(%)2,총자산증가율(전년동기)(%)3,매출액증가율(전년동기)(%)1,매출액증가율(전년동기)(%)2,매출액증가율(전년동기)(%)3,국고채 3년(평균)-%1,국고채 3년(평균)-%2,국고채 3년(평균)-%3,경상수지(백만불)-값1,경상수지(백만불)-값2,경상수지(백만불)-값3,소비자물가지수(CPI)-값1,소비자물가지수(CPI)-값2,소비자물가지수(CPI)-값3,실업률(15세 이상)-%1,실업률(15세 이상)-%2,실업률(15세 이상)-%3,코스닥 지수(연월말)-값1,코스닥 지수(연월말)-값2,코스닥 지수(연월말)-값3,환율-값1,환율-값2,환율-값3,WTI등락률-%1,WTI등락률-%2,WTI등락률-%3,국내총생산(명목GDP)1,국내총생산(명목GDP)2,국내총생산(명목GDP)3
49,0,3.56,5.48,11.17,-2.3,-0.37,9.81,-2.55,-0.83,8.28,-2.74,-0.97,7.21,7.33,12.17,29.94,-4.73,-0.81,26.29,-5.25,-1.84,22.2,99.42,143.02,187.89,7.97,11.11,42.83,5.75,4.91,10.48,6.73,7.41,20.05,7.12,9.03,33.69,3.46,4.07,12.57,8.31,9.42,28.59,0.6,0.83,1.2,17.79,30.29,60.61,1.17,1.51,1.91,1.24,1.84,3.22,45.46,52.74,65.18,57.05,29.39,48.95,58.93,92.99,103.46,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
50,0,5.48,11.17,5.99,-0.37,9.81,3.11,-0.83,8.28,4.68,-0.97,7.21,5.35,12.17,29.94,14.08,-0.81,26.29,7.31,-1.84,22.2,11.01,143.02,187.89,107.58,11.11,42.83,27.43,4.91,10.48,8.91,7.41,20.05,13.65,9.03,33.69,18.43,4.07,12.57,7.84,9.42,28.59,19.08,0.83,1.2,0.88,30.29,60.61,63.58,1.51,1.91,1.53,1.84,3.22,2.07,52.74,65.18,10.38,29.39,48.95,39.0,92.99,103.46,4.91,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
55,0,-2.92,-8.6,-6.8,-6.82,-14.95,-7.4,-5.37,-15.36,-8.66,-5.55,-15.07,-8.24,-13.69,-41.97,-35.42,-31.97,-73.0,-38.53,-25.17,-74.97,-45.08,312.8,551.4,337.04,-24.81,-72.12,-38.92,-9.68,-89.27,-17.63,-6.72,-18.58,-9.25,-24.81,-72.12,-38.92,-5.29,-14.77,-7.48,-8.73,-24.23,-14.22,0.55,0.17,0.42,14.49,2.77,4.0,0.69,0.21,0.53,2.56,0.81,2.21,-32.17,-18.52,-4.21,-27.7,-27.06,5.14,1.07,-78.03,121.79,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
56,0,-8.6,-6.8,3.56,-14.95,-7.4,3.22,-15.36,-8.66,3.44,-15.07,-8.24,3.58,-41.97,-35.42,11.86,-73.0,-38.53,10.74,-74.97,-45.08,11.47,551.4,337.04,148.45,-72.12,-38.92,15.85,-89.27,-17.63,5.31,-18.58,-9.25,6.79,-72.12,-38.92,15.85,-14.77,-7.48,4.75,-24.23,-14.22,12.06,0.17,0.42,0.9,2.77,4.0,5.26,0.21,0.53,1.28,0.81,2.21,2.99,-18.52,-4.21,-46.35,-27.06,5.14,-30.75,-78.03,121.79,83.21,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
57,0,-6.8,3.56,-25.48,-7.4,3.22,-44.27,-8.66,3.44,-44.79,-8.24,3.58,-44.58,-35.42,11.86,-49.3,-38.53,10.74,-85.63,-45.08,11.47,-86.64,337.04,148.45,64.89,-38.92,15.85,-83.01,-17.63,5.31,-59.75,-9.25,6.79,-88.84,-38.92,15.85,-83.01,-7.48,4.75,-42.91,-14.22,12.06,-192.25,0.42,0.9,0.72,4.0,5.26,2.81,0.53,1.28,1.49,2.21,2.99,1.39,-4.21,-46.35,-15.78,5.14,-30.75,27.86,121.79,83.21,-25.26,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
58,1,3.56,-25.48,-2.23,3.22,-44.27,-1.93,3.44,-44.79,-2.0,3.58,-44.58,-1.96,11.86,-49.3,-5.22,10.74,-85.63,-4.52,11.47,-86.64,-4.67,148.45,64.89,198.64,15.85,-83.01,-3.37,5.31,-59.75,-2.14,6.79,-88.84,-2.52,15.85,-83.01,-3.37,4.75,-42.91,-1.44,12.06,-192.25,-6.28,0.9,0.72,0.67,5.26,2.81,3.43,1.28,1.49,1.18,2.99,1.39,1.58,-46.35,-15.78,227.27,-30.75,27.86,93.63,83.21,-25.26,54.57,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
59,1,-25.48,-2.23,1.09,-44.27,-1.93,8.62,-44.79,-2.0,8.54,-44.58,-1.96,8.61,-49.3,-5.22,2.46,-85.63,-4.52,19.46,-86.64,-4.67,19.28,64.89,198.64,87.44,-83.01,-3.37,20.07,-59.75,-2.14,7.59,-88.84,-2.52,15.97,-83.01,-3.37,20.07,-42.91,-1.44,8.89,-192.25,-6.28,46.75,0.72,0.67,1.17,2.81,3.43,8.15,1.49,1.18,2.1,1.39,1.58,2.64,-15.78,227.27,-16.0,27.86,93.63,19.76,-25.26,54.57,152.03,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
60,1,-2.23,1.09,-3.39,-1.93,8.62,-7.83,-2.0,8.54,-7.84,-1.96,8.61,-9.41,-5.22,2.46,-6.15,-4.52,19.46,-14.21,-4.67,19.28,-14.23,198.64,87.44,80.06,-3.37,20.07,-13.9,-2.14,7.59,-17.41,-2.52,15.97,-16.9,-3.37,20.07,-13.78,-1.44,8.89,-7.59,-6.28,46.75,-33.96,0.67,1.17,0.44,3.43,8.15,6.32,1.18,2.1,0.97,1.58,2.64,0.79,227.27,-16.0,257.24,93.63,19.76,274.81,54.57,152.03,-3.73,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
61,1,1.09,-3.39,-1.15,8.62,-7.83,-1.69,8.54,-7.84,-1.95,8.61,-9.41,5.47,2.46,-6.15,-1.66,19.46,-14.21,-2.43,19.28,-14.23,-2.8,87.44,80.06,21.08,20.07,-13.9,-2.12,7.59,-17.41,-5.0,15.97,-16.9,-4.84,20.07,-13.78,-2.11,8.89,-7.59,-1.47,46.75,-33.96,-10.79,1.17,0.44,0.29,8.15,6.32,5.35,2.1,0.97,0.97,2.64,0.79,0.42,-16.0,257.24,-57.27,19.76,274.81,9.11,152.03,-3.73,11.26,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
66,0,1.63,0.71,-0.19,0.32,0.83,-1.15,-0.12,0.06,-1.29,-0.34,-0.44,-1.77,3.07,1.45,-0.41,0.6,1.69,-2.51,-0.23,0.12,-2.83,99.08,107.89,135.24,1.76,2.9,1.87,2.38,4.16,2.05,1.78,2.47,1.33,1.57,2.55,1.58,0.84,1.26,0.72,3.11,3.9,1.97,0.35,0.3,0.35,43.06,39.98,47.76,0.75,0.59,0.65,0.66,0.61,0.77,29.7,7.23,-12.75,13.76,2.83,-21.23,3.5,-7.15,5.33,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
67,0,0.71,-0.19,5.28,0.83,-1.15,3.27,0.06,-1.29,3.43,-0.44,-1.77,3.87,1.45,-0.41,11.88,1.69,-2.51,7.35,0.12,-2.83,7.71,107.89,135.24,115.29,2.9,1.87,15.11,4.16,2.05,9.78,2.47,1.33,9.36,2.55,1.58,11.69,1.26,0.72,5.2,3.9,1.97,13.81,0.3,0.35,0.53,39.98,47.76,73.62,0.59,0.65,0.96,0.61,0.77,1.2,7.23,-12.75,-6.99,2.83,-21.23,-0.15,-7.15,5.33,33.45,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
68,0,-0.19,5.28,7.13,-1.15,3.27,4.93,-1.29,3.43,4.53,-1.77,3.87,4.22,-0.41,11.88,14.79,-2.51,7.35,10.21,-2.83,7.71,9.39,135.24,115.29,100.52,1.87,15.11,14.73,2.05,9.78,8.77,1.33,9.36,10.36,1.58,11.69,11.12,0.72,5.2,5.36,1.97,13.81,17.33,0.35,0.53,0.61,47.76,73.62,87.87,0.65,0.96,1.18,0.77,1.2,1.27,-12.75,-6.99,0.77,-21.23,-0.15,7.64,5.33,33.45,19.36,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
69,0,5.28,7.13,7.03,3.27,4.93,5.64,3.43,4.53,4.97,3.87,4.22,5.22,11.88,14.79,13.79,7.35,10.21,11.07,7.71,9.39,9.76,115.29,100.52,92.36,15.11,14.73,15.56,9.78,8.77,9.97,9.36,10.36,11.93,11.69,11.12,11.48,5.2,5.36,5.85,13.81,17.33,21.86,0.53,0.61,0.59,73.62,87.87,89.95,0.96,1.18,1.2,1.2,1.27,1.15,-6.99,0.77,1.4,-0.15,7.64,5.86,33.45,19.36,2.37,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
70,0,7.13,7.03,7.41,4.93,5.64,7.34,4.53,4.97,5.11,4.22,5.22,3.58,14.79,13.79,13.98,10.21,11.07,13.86,9.39,9.76,9.65,100.52,92.36,85.33,14.73,15.56,15.4,8.77,9.97,10.34,10.36,11.93,12.68,11.12,11.48,11.25,5.36,5.85,5.96,17.33,21.86,23.61,0.61,0.59,0.58,87.87,89.95,91.43,1.18,1.2,1.23,1.27,1.15,1.09,0.77,1.4,-3.06,7.64,5.86,1.09,19.36,2.37,1.65,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
71,0,7.03,7.41,6.85,5.64,7.34,5.75,4.97,5.11,4.15,5.22,3.58,4.19,13.79,13.98,12.56,11.07,13.86,10.54,9.76,9.65,7.61,92.36,85.33,81.25,15.56,15.4,14.8,9.97,10.34,9.72,11.93,12.68,13.25,11.48,11.25,11.04,5.85,5.96,6.02,21.86,23.61,24.61,0.59,0.58,0.62,89.95,91.43,98.98,1.2,1.23,1.36,1.15,1.09,1.14,1.4,-3.06,-2.19,5.86,1.09,0.46,2.37,1.65,8.25,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
72,0,7.41,6.85,4.38,7.34,5.75,3.81,5.11,4.15,3.25,3.58,4.19,3.73,13.98,12.56,8.62,13.86,10.54,7.5,9.65,7.61,6.4,85.33,81.25,112.58,15.4,14.8,14.48,10.34,9.72,10.56,12.68,13.25,11.53,11.25,11.04,11.17,5.96,6.02,5.67,23.61,24.61,18.46,0.58,0.62,0.54,91.43,98.98,78.5,1.23,1.36,1.09,1.09,1.14,1.06,-3.06,-2.19,38.39,1.09,0.46,17.15,1.65,8.25,-5.6,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
77,0,-3.39,-1.79,4.76,-7.37,-7.61,-7.12,-6.41,-7.44,-14.67,-6.61,-7.54,-14.75,-20.5,-5.5,11.74,-44.56,-23.37,-17.56,-38.72,-22.84,-36.18,227.53,187.83,113.68,-32.32,-19.32,-33.26,-5.94,-5.9,-11.04,-6.41,-9.34,-22.68,-32.32,-19.32,-33.26,-5.35,-6.3,-13.49,-9.35,-14.96,-36.83,0.9,1.07,1.22,1.84,2.0,1.76,1.08,1.58,2.05,5.44,3.27,3.01,-24.36,-11.01,-24.41,7.19,-5.27,-7.28,-22.9,19.35,7.36,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
78,0,-1.79,4.76,-5.49,-7.61,-7.12,0.43,-7.44,-14.67,7.97,-7.54,-14.75,7.85,-5.5,11.74,-10.64,-23.37,-17.56,0.84,-22.84,-36.18,15.46,187.83,113.68,78.47,-19.32,-33.26,17.86,-5.9,-11.04,8.63,-9.34,-22.68,19.01,-19.32,-33.26,17.86,-6.3,-13.49,9.21,-14.96,-36.83,31.55,1.07,1.22,1.07,2.0,1.76,1.34,1.58,2.05,2.2,3.27,3.01,2.07,-11.01,-24.41,-11.9,-5.27,-7.28,6.6,19.35,7.36,-13.19,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
79,1,4.76,-5.49,-3.3,-7.12,0.43,-3.69,-14.67,7.97,-3.79,-14.75,7.85,-4.17,11.74,-10.64,-5.12,-17.56,0.84,-5.73,-36.18,15.46,-5.88,113.68,78.47,45.07,-33.26,17.86,-4.25,-11.04,8.63,-3.16,-22.68,19.01,-7.71,-33.26,17.86,-4.25,-13.49,9.21,-2.74,-36.83,31.55,-14.41,1.22,1.07,0.87,1.76,1.34,1.39,2.05,2.2,2.44,3.01,2.07,1.34,-24.41,-11.9,32.39,-7.28,6.6,87.35,7.36,-13.19,20.5,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
80,1,-5.49,-3.3,-10.54,0.43,-3.69,-9.69,7.97,-3.79,-9.69,7.85,-4.17,-8.95,-10.64,-5.12,-15.99,0.84,-5.73,-14.71,15.46,-5.88,-14.71,78.47,45.07,58.37,17.86,-4.25,-13.07,8.63,-3.16,-15.53,19.01,-7.71,-25.26,17.86,-4.25,-13.07,9.21,-2.74,-8.61,31.55,-14.41,-54.27,1.07,0.87,0.55,1.34,1.39,1.07,2.2,2.44,1.63,2.07,1.34,0.84,-11.9,32.39,30.57,6.6,87.35,10.06,-13.19,20.5,-12.33,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
81,0,-3.3,-10.54,-1.03,-3.69,-9.69,-0.9,-3.79,-9.69,-0.9,-4.17,-8.95,-1.11,-5.12,-15.99,-1.47,-5.73,-14.71,-1.29,-5.88,-14.71,-1.29,45.07,58.37,30.29,-4.25,-13.07,1.09,-3.16,-15.53,1.43,-7.71,-25.26,2.54,-4.25,-13.07,1.09,-2.74,-8.61,0.76,-14.41,-54.27,6.12,0.87,0.55,0.53,1.39,1.07,1.05,2.44,1.63,1.78,1.34,0.84,0.76,32.39,30.57,-35.87,87.35,10.06,1.67,20.5,-12.33,1.6,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
82,0,-10.54,-1.03,2.35,-9.69,-0.9,4.28,-9.69,-0.9,4.28,-8.95,-1.11,6.11,-15.99,-1.47,2.97,-14.71,-1.29,5.41,-14.71,-1.29,5.41,58.37,30.29,22.6,-13.07,1.09,7.64,-15.53,1.43,11.82,-25.26,2.54,29.1,-13.07,1.09,7.64,-8.61,0.76,6.05,-54.27,6.12,76.38,0.55,0.53,0.51,1.07,1.05,1.01,1.63,1.78,2.46,0.84,0.76,0.65,30.57,-35.87,-18.5,10.06,1.67,2.79,-12.33,1.6,-1.84,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
83,0,-1.03,2.35,2.41,-0.9,4.28,1.24,-0.9,4.28,1.24,-1.11,6.11,1.15,-1.47,2.97,2.82,-1.29,5.41,1.44,-1.29,5.41,1.44,30.29,22.6,13.7,1.09,7.64,3.67,1.43,11.82,9.94,2.54,29.1,21.87,1.09,7.64,3.67,0.76,6.05,3.14,6.12,76.38,47.31,0.53,0.51,0.32,1.05,1.01,0.81,1.78,2.46,2.2,0.76,0.65,0.37,-35.87,-18.5,15.13,1.67,2.79,76.09,1.6,-1.84,-13.64,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
88,0,7.07,10.09,11.67,9.16,11.97,12.5,4.51,8.97,9.5,4.36,8.56,9.42,9.21,13.94,16.35,11.93,16.53,17.52,5.88,12.39,13.32,32.45,42.4,38.26,7.46,14.78,17.42,11.02,16.99,19.11,24.59,35.91,36.59,7.46,13.67,14.68,5.72,9.9,10.48,159.33,152.21,138.41,0.52,0.58,0.55,7.95,11.02,13.21,2.23,2.11,1.92,0.68,0.81,0.77,18.56,69.77,10.27,6.24,39.7,18.66,16.19,38.64,19.87,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
89,0,10.09,11.67,5.58,11.97,12.5,8.41,8.97,9.5,7.47,8.56,9.42,7.32,13.94,16.35,7.65,16.53,17.52,11.52,12.39,13.32,10.24,42.4,38.26,35.96,14.78,17.42,13.65,16.99,19.11,17.57,35.91,36.59,31.09,13.67,14.68,11.49,9.9,10.48,8.39,152.21,138.41,146.61,0.58,0.55,0.48,11.02,13.21,14.38,2.11,1.92,1.77,0.81,0.77,0.65,69.77,10.27,24.48,39.7,18.66,30.23,38.64,19.87,8.79,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
90,0,11.67,5.58,3.24,12.5,8.41,4.4,9.5,7.47,4.0,9.42,7.32,3.89,16.35,7.65,4.73,17.52,11.52,6.42,13.32,10.24,5.83,38.26,35.96,54.98,17.42,13.65,9.13,19.11,17.57,15.08,36.59,31.09,16.41,14.68,11.49,7.53,10.48,8.39,5.16,138.41,146.61,35.58,0.55,0.48,0.34,13.21,14.38,13.08,1.92,1.77,1.09,0.77,0.65,0.5,10.27,24.48,66.95,18.66,30.23,24.47,19.87,8.79,-8.99,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
91,0,5.58,3.24,3.06,8.41,4.4,3.51,7.47,4.0,2.68,7.32,3.89,2.56,7.65,4.73,5.07,11.52,6.42,5.81,10.24,5.83,4.44,35.96,54.98,76.23,13.65,9.13,8.47,17.57,15.08,12.6,31.09,16.41,10.27,11.49,7.53,6.74,8.39,5.16,4.07,146.61,35.58,15.25,0.48,0.34,0.32,14.38,13.08,14.77,1.77,1.09,0.81,0.65,0.5,0.54,24.48,66.95,41.14,30.23,24.47,15.76,8.79,-8.99,12.92,2.59,1.79,1.44,83030.0,105119.0,97924.0,94.196,94.861,95.783,3.5,3.6,3.7,542.97,682.35,631.44,1092.9,1174.95,1206.25,-0.4597,-0.3047,0.4505,1562928.9,1658020.4,1740779.6
92,0,3.24,3.06,-1.26,4.4,3.51,-1.41,4.0,2.68,-1.68,3.89,2.56,-1.88,4.73,5.07,-2.3,6.42,5.81,-2.57,5.83,4.44,-3.06,54.98,76.23,88.3,9.13,8.47,4.04,15.08,12.6,6.17,16.41,10.27,3.85,7.53,6.74,3.17,5.16,4.07,1.74,35.58,15.25,5.21,0.34,0.32,0.28,13.08,14.77,14.2,1.09,0.81,0.62,0.5,0.54,0.51,66.95,41.14,14.39,24.47,15.76,5.52,-8.99,12.92,-3.86,1.79,1.44,1.8,105119.0,97924.0,75231.0,94.861,95.783,97.645,3.6,3.7,3.7,682.35,631.44,798.42,1174.95,1206.25,1066.37,-0.3047,0.4505,0.1247,1658020.4,1740779.6,1835698.2
93,1,3.06,-1.26,0.09,3.51,-1.41,-1.53,2.68,-1.68,-1.58,2.56,-1.88,10.61,5.07,-2.3,0.16,5.81,-2.57,-2.94,4.44,-3.06,-3.02,76.23,88.3,93.76,8.47,4.04,4.5,12.6,6.17,6.48,10.27,3.85,3.83,6.74,3.17,3.5,4.07,1.74,1.83,15.25,5.21,5.43,0.32,0.28,0.28,14.77,14.2,16.75,0.81,0.62,0.59,0.54,0.51,0.54,41.14,14.39,33.51,15.76,5.52,29.38,12.92,-3.86,17.9,1.44,1.8,2.1,97924.0,75231.0,77467.0,95.783,97.645,99.086,3.7,3.7,3.8,631.44,798.42,675.65,1206.25,1066.37,1113.3,0.4505,0.1247,-0.2487,1740779.6,1835698.2,1898192.6
94,1,-1.26,0.09,1.57,-1.41,-1.53,0.47,-1.68,-1.58,0.2,-1.88,10.61,-0.4,-2.3,0.16,3.21,-2.57,-2.94,0.96,-3.06,-3.02,0.42,88.3,93.76,116.33,4.04,4.5,9.92,6.17,6.48,12.85,3.85,3.83,7.42,3.17,3.5,7.79,1.74,1.83,3.8,5.21,5.43,10.71,0.28,0.28,0.3,14.2,16.75,20.82,0.62,0.59,0.58,0.51,0.54,0.61,14.39,33.51,22.4,5.52,29.38,10.14,-3.86,17.9,24.35,1.8,2.1,1.53,75231.0,77467.0,59376.0,97.645,99.086,99.466,3.7,3.8,3.8,798.42,675.65,669.83,1066.37,1113.3,1154.07,0.1247,-0.2487,0.3446,1835698.2,1898192.6,1924498.1
99,0,-7.23,18.85,17.89,-12.27,18.48,19.69,-16.62,16.97,16.43,-16.19,16.32,16.05,-49.75,135.67,64.41,-84.4,133.04,70.89,-114.39,122.14,59.17,1443.16,389.85,188.48,-93.7,161.87,74.13,-17.62,15.93,15.24,-14.95,24.49,27.61,-87.92,151.82,71.8,-12.78,21.09,19.94,-20.47,36.1,41.74,0.73,1.32,1.31,18.76,36.34,39.49,0.85,1.54,1.81,4.99,9.53,4.71,19.01,-3.32,-12.39,-1.34,13.61,6.72,-5.02,93.65,8.68,3.62,3.13,2.79,16638.0,48791.0,77259.0,89.85,91.815,93.01,3.4,3.2,3.1,500.0,496.32,499.99,1159.25,1063.64,1049.5,0.08152768658,-0.07092987959,0.0719,1388937.2,1440111.4,1500819.1
100,0,18.85,17.89,-6.94,18.48,19.69,-7.23,16.97,16.43,-4.58,16.32,16.05,-2.31,135.67,64.41,-20.07,133.04,70.89,-20.91,122.14,59.17,-13.25,389.85,188.48,190.09,161.87,74.13,-3.21,15.93,15.24,-1.29,24.49,27.61,-1.52,151.82,71.8,-2.87,21.09,19.94,-0.99,36.1,41.74,-2.22,1.32,1.31,0.77,36.34,39.49,26.18,1.54,1.81,1.18,9.53,4.71,2.23,-3.32,-12.39,18.13,13.61,6.72,17.78,93.65,8.68,-33.71,3.13,2.79,2.59,48791.0,77259.0,83030.0,91.815,93.01,94.196,3.2,3.1,3.5,496.32,499.99,542.97,1063.64,1049.5,1092.9,-0.07092987959,0.0719,-0.4597,1440111.4,1500819.1,1562928.9
101,1,17.89,-6.94,-14.57,19.69,-7.23,-16.17,16.43,-4.58,-15.52,16.05,-2.31,-14.93,64.41,-20.07,-55.56,70.89,-20.91,-61.65,59.17,-13.25,-59.19,188.48,190.09,437.07,74.13,-3.21,-54.11,15.24,-1.29,-15.62,27.61,-1.52,-15.11,71.8,-2.87,-42.51,19.94,-0.99,-11.15,41.74,-2.22,-22.97,1.31,0.77,0.71,39.49,26.18,27.31,1.81,1.18,0.97,4.71,2.23,2.72,-12.39,18.13,34.74,6.72,17.78,8.49,8.68,-33.71,4.32,2.79,2.59,1.79,77259.0,83030.0,105119.0,93.01,94.196,94.861,3.1,3.5,3.6,499.99,542.97,682.35,1049.5,1092.9,1174.95,0.0719,-0.4597,-0.3047,1500819.1,1562928.9,1658020.4
